source_table,AlbumId,Title,ArtistId,Name,CustomerId,FirstName,LastName,Company,Address,City,State,Country,PostalCode,Phone,Fax,Email,SupportRepId,EmployeeId,ReportsTo,BirthDate,HireDate,GenreId,InvoiceId,InvoiceDate,BillingAddress,BillingCity,BillingState,BillingCountry,BillingPostalCode,Total,InvoiceLineId,TrackId,UnitPrice,Quantity,MediaTypeId,PlaylistId,Composer,Milliseconds,Bytes
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,103.0,,,,,,,,555.0,3356.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,103.0,,,,,,,,556.0,3365.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,103.0,,,,,,,,557.0,3374.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,103.0,,,,,,,,558.0,3383.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,103.0,,,,,,,,559.0,3392.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,103.0,,,,,,,,560.0,3401.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,103.0,,,,,,,,561.0,3410.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,103.0,,,,,,,,562.0,3419.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,103.0,,,,,,,,563.0,3428.0,1.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,103.0,,,,,,,,564.0,3437.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,103.0,,,,,,,,565.0,3446.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,103.0,,,,,,,,566.0,3455.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,103.0,,,,,,,,567.0,3464.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,104.0,,,,,,,,568.0,3478.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,569.0,3479.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,570.0,3480.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,106.0,,,,,,,,571.0,3482.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,106.0,,,,,,,,572.0,3484.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,107.0,,,,,,,,573.0,3486.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,107.0,,,,,,,,574.0,3488.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,107.0,,,,,,,,575.0,3490.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,107.0,,,,,,,,576.0,3492.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,,,,577.0,3496.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,,,,578.0,3500.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,,,,579.0,1.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,,,,580.0,5.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,,,,581.0,9.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,,,,582.0,13.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,109.0,,,,,,,,583.0,19.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,109.0,,,,,,,,584.0,25.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,109.0,,,,,,,,585.0,31.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,109.0,,,,,,,,586.0,37.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,109.0,,,,,,,,587.0,43.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,109.0,,,,,,,,588.0,49.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,109.0,,,,,,,,589.0,55.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,109.0,,,,,,,,590.0,61.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,109.0,,,,,,,,591.0,67.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,592.0,76.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,593.0,85.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,594.0,94.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,595.0,103.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,596.0,112.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,597.0,121.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,598.0,130.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,599.0,139.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,600.0,148.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,601.0,157.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,602.0,166.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,603.0,175.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,604.0,184.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,605.0,193.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,111.0,,,,,,,,606.0,207.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,112.0,,,,,,,,607.0,208.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,112.0,,,,,,,,608.0,209.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,113.0,,,,,,,,609.0,211.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,113.0,,,,,,,,610.0,213.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,114.0,,,,,,,,611.0,215.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,114.0,,,,,,,,612.0,217.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,114.0,,,,,,,,613.0,219.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,114.0,,,,,,,,614.0,221.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,615.0,225.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,616.0,229.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,617.0,233.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,618.0,237.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,619.0,241.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,620.0,245.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,116.0,,,,,,,,621.0,251.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,116.0,,,,,,,,622.0,257.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,116.0,,,,,,,,623.0,263.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,116.0,,,,,,,,624.0,269.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,116.0,,,,,,,,625.0,275.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,116.0,,,,,,,,626.0,281.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,116.0,,,,,,,,627.0,287.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,116.0,,,,,,,,628.0,293.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,116.0,,,,,,,,629.0,299.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,,,,630.0,308.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,,,,631.0,317.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,,,,632.0,326.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,,,,633.0,335.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,,,,634.0,344.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,,,,635.0,353.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,,,,636.0,362.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,,,,637.0,371.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,,,,638.0,380.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,,,,639.0,389.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,,,,640.0,398.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,,,,641.0,407.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,,,,642.0,416.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,,,,643.0,425.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,118.0,,,,,,,,644.0,439.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,119.0,,,,,,,,645.0,440.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,119.0,,,,,,,,646.0,441.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,647.0,443.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,648.0,445.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,121.0,,,,,,,,649.0,447.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,121.0,,,,,,,,650.0,449.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,121.0,,,,,,,,651.0,451.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,121.0,,,,,,,,652.0,453.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,122.0,,,,,,,,653.0,457.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,122.0,,,,,,,,654.0,461.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,122.0,,,,,,,,655.0,465.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,122.0,,,,,,,,656.0,469.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,122.0,,,,,,,,657.0,473.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,122.0,,,,,,,,658.0,477.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,123.0,,,,,,,,659.0,483.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,123.0,,,,,,,,660.0,489.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,123.0,,,,,,,,661.0,495.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,123.0,,,,,,,,662.0,501.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,123.0,,,,,,,,663.0,507.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,123.0,,,,,,,,664.0,513.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,123.0,,,,,,,,665.0,519.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,123.0,,,,,,,,666.0,525.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,123.0,,,,,,,,667.0,531.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,668.0,540.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,669.0,549.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,670.0,558.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,671.0,567.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,672.0,576.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,673.0,585.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,674.0,594.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,675.0,603.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,676.0,612.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,677.0,621.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,678.0,630.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,679.0,639.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,680.0,648.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,681.0,657.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,682.0,671.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,126.0,,,,,,,,683.0,672.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,126.0,,,,,,,,684.0,673.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,127.0,,,,,,,,685.0,675.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,127.0,,,,,,,,686.0,677.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,687.0,679.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,688.0,681.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,689.0,683.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,690.0,685.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,129.0,,,,,,,,691.0,689.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,129.0,,,,,,,,692.0,693.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,129.0,,,,,,,,693.0,697.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,129.0,,,,,,,,694.0,701.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,129.0,,,,,,,,695.0,705.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,129.0,,,,,,,,696.0,709.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,697.0,715.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,698.0,721.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,699.0,727.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,700.0,733.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,701.0,739.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,702.0,745.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,703.0,751.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,704.0,757.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,705.0,763.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,706.0,772.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,707.0,781.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,708.0,790.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,709.0,799.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,710.0,808.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,711.0,817.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,712.0,826.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,713.0,835.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,714.0,844.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,715.0,853.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,716.0,862.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,717.0,871.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,718.0,880.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,719.0,889.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,132.0,,,,,,,,720.0,903.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,133.0,,,,,,,,721.0,904.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,133.0,,,,,,,,722.0,905.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,134.0,,,,,,,,723.0,907.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,134.0,,,,,,,,724.0,909.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,135.0,,,,,,,,725.0,911.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,135.0,,,,,,,,726.0,913.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,135.0,,,,,,,,727.0,915.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,135.0,,,,,,,,728.0,917.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,136.0,,,,,,,,729.0,921.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,136.0,,,,,,,,730.0,925.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,136.0,,,,,,,,731.0,929.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,136.0,,,,,,,,732.0,933.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,136.0,,,,,,,,733.0,937.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,136.0,,,,,,,,734.0,941.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,137.0,,,,,,,,735.0,947.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,137.0,,,,,,,,736.0,953.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,137.0,,,,,,,,737.0,959.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,137.0,,,,,,,,738.0,965.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,137.0,,,,,,,,739.0,971.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,137.0,,,,,,,,740.0,977.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,137.0,,,,,,,,741.0,983.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,137.0,,,,,,,,742.0,989.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,137.0,,,,,,,,743.0,995.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,138.0,,,,,,,,744.0,1004.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,138.0,,,,,,,,745.0,1013.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,138.0,,,,,,,,746.0,1022.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,138.0,,,,,,,,747.0,1031.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,138.0,,,,,,,,748.0,1040.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,138.0,,,,,,,,749.0,1049.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,138.0,,,,,,,,750.0,1058.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,138.0,,,,,,,,751.0,1067.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,138.0,,,,,,,,752.0,1076.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,138.0,,,,,,,,753.0,1085.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,138.0,,,,,,,,754.0,1094.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,138.0,,,,,,,,755.0,1103.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,138.0,,,,,,,,756.0,1112.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,138.0,,,,,,,,757.0,1121.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,139.0,,,,,,,,758.0,1135.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,140.0,,,,,,,,759.0,1136.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,140.0,,,,,,,,760.0,1137.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,141.0,,,,,,,,761.0,1139.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,141.0,,,,,,,,762.0,1141.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,142.0,,,,,,,,763.0,1143.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,142.0,,,,,,,,764.0,1145.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,142.0,,,,,,,,765.0,1147.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,142.0,,,,,,,,766.0,1149.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,143.0,,,,,,,,767.0,1153.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,143.0,,,,,,,,768.0,1157.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,143.0,,,,,,,,769.0,1161.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,143.0,,,,,,,,770.0,1165.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,143.0,,,,,,,,771.0,1169.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,143.0,,,,,,,,772.0,1173.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,144.0,,,,,,,,773.0,1179.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,144.0,,,,,,,,774.0,1185.0,0.99,1.0,,,,,
InvoiceLine,,,,,,,,,,,,,,,,,,,,,,,144.0,,,,,,,,775.0,1191.0,0.99,1.0,,,,,
